WhiteElo,BlackElo,Result,Termination,Opening,ECO,TimeControl
1179,1488,0-1,Normal,Van't Kruijs Opening,A00,0+8
1618,1231,1-0,Time forfeit,Mieses Opening,A00,0+1
1782,1436,1-0,Normal,Queen's Pawn Game: Zukertort Variation,D02,300+5
1576,1579,0-1,Time forfeit,Slav Defense #2,D10,300+5
1244,1388,1-0,Normal,Van't Kruijs Opening,A00,300+4
1526,1778,0-1,Normal,"Italian Game: Giuoco Pianissimo, Normal",C50,60+0
1423,1737,1-0,Normal,"Slav Defense: Slav Gambit, Alekhine Attack",D10,300+2
1501,1575,0-1,Time forfeit,Sicilian Defense: Bowdler Attack,B20,180+0
1677,1696,0-1,Normal,French Defense: Exchange Variation,C01,300+0
1645,1550,0-1,Normal,Ruy Lopez: Exchange Variation,C68,720+6
1330,1191,1-0,Normal,Queen's Gambit Accepted,D20,300+1
1638,1683,0-1,Normal,Englund Gambit,A40,180+0
1047,1292,1-0,Normal,"Sicilian Defense: Closed Variation, Traditional",B25,600+5
1516,1783,0-1,Time forfeit,Danish Gambit,C21,60+0
1464,1500,0-1,Time forfeit,King's Knight Opening,C40,360+0
1381,1361,1-0,Normal,Philidor Defense #3,C41,300+5
1175,1033,1-0,Normal,Van't Kruijs Opening,A00,0+8
1699,1715,0-1,Normal,Modern Defense: Mongredien Defense #2,B06,900+8
1543,1204,1-0,Time forfeit,King's Gambit Declined: Falkbeer Countergambit,C31,60+11
1317,1389,1-0,Normal,Queen's Gambit Refused: Chigorin Defense #2,D07,300+2
1744,1949,0-1,Normal,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,B30,900+0
1864,1707,1-0,Time forfeit,French Defense: Exchange Variation,C01,300+0
1787,1510,1-0,Time forfeit,"Four Knights Game: Spanish Variation, Classical Variation",C48,60+0
1406,1620,0-1,Normal,Philidor Defense #2,C41,900+14
2034,1612,1-0,Normal,French Defense: Normal Variation,C00,180+2
1663,1539,1-0,Normal,"King's Gambit Accepted, MacLeod Defense",C34,300+0
1611,1766,1-0,Normal,"Italian Game: Giuoco Pianissimo, Normal",C50,600+0
1787,1743,1-0,Time forfeit,Queen's Gambit Refused: Marshall Defense,D06,300+5
1791,1505,1-0,Time forfeit,Vienna Game: Anderssen Defense,C25,60+0
1852,1580,1-0,Normal,Horwitz Defense,A40,60+0
1022,1183,0-1,Normal,French Defense #2,C00,0+8
1414,1437,0-1,Normal,Hungarian Opening: Catalan Formation,A00,300+2
1809,1702,0-1,Normal,King's Pawn Game: Maroczy Defense,B07,540+7
1576,1856,1-0,Normal,Sicilian Defense: French Variation,B40,60+0
1979,1692,0-1,Time forfeit,Sicilian Defense: Closed Variation,B23,180+1
1260,1658,1-0,Normal,Van't Kruijs Opening,A00,300+4
1499,1795,0-1,Time forfeit,Danish Gambit,C21,60+0
1836,1594,1-0,Normal,Horwitz Defense,A40,60+0
1427,1322,1-0,Time forfeit,Queen's Pawn Game,D00,720+8
1673,1563,1-0,Normal,"King's Gambit Accepted, MacLeod Defense",C34,300+0
1653,1491,1-0,Normal,King's Knight Opening: Konstantinopolsky,C44,300+8
1610,1532,0-1,Normal,Van't Kruijs Opening,A00,300+0
1589,1841,0-1,Normal,Sicilian Defense,B20,60+0
1485,1448,0-1,Time forfeit,Hungarian Opening: Catalan Formation,A00,300+2
1799,1494,1-0,Time forfeit,Russian Game: Three Knights Game,C42,60+0
1618,1448,0-1,Normal,"King's Gambit Accepted, Modern Defense",C36,300+1
1846,1585,1-0,Normal,Englund Gambit,A40,60+0
1200,1562,1-0,Normal,"Danish Gambit Accepted, Copenhagen Defense",C21,60+11
1512,1443,0-1,Time forfeit,Sicilian Defense: Bowdler Attack,B20,300+2
1489,1803,1-0,Normal,"Center Game: Lanc-Arnold Gambit, Schippler Gambit",C21,60+0
1623,1743,0-1,Normal,"Queen's Gambit Declined: Modern Variation, Normal Line",D55,240+0
1603,1477,0-1,Normal,Zukertort Opening: Black Mustang Defense,A04,-
1581,1850,0-1,Normal,Sicilian Defense: Closed,B23,60+0
1955,1721,1-0,Normal,Scotch Game: Scotch Gambit,C44,300+5
1872,1500,1-0,Normal,Queen's Pawn Game: Stonewall Attack,D00,300+0
1614,1715,0-1,Time forfeit,Bishop's Opening,C23,720+0
1609,1641,1-0,Normal,"Alekhine Defense: Modern Variation, Schmid Variation",B04,360+6
1856,2040,1/2-1/2,Normal,Sicilian Defense: McDonnell Attack,B21,180+2
1787,1660,1-0,Normal,King's Pawn Game: Leonardis Variation,C20,300+8
1582,1485,0-1,Time forfeit,Modern Defense,A40,180+0
1854,1577,1-0,Normal,Horwitz Defense,A40,60+0
1558,1810,0-1,Normal,Van't Kruijs Opening,A00,60+0
1768,1960,0-1,Normal,"Danish Gambit Declined, Sorensen Defense",C21,180+3
1625,1602,1-0,Normal,French Defense: Advance Variation #3,C02,600+0
1191,1013,1-0,Normal,Van't Kruijs Opening,A00,0+8
1614,1673,1/2-1/2,Normal,Polish Defense,A40,480+5
1444,1225,1-0,Normal,King's Pawn Game: Busch-Gass Gambit,C40,60+11
1573,1858,0-1,Normal,Scandinavian Defense,B01,60+0
1816,1931,0-1,Time forfeit,French Defense: Queen's Knight,C00,60+0
1359,1331,1-0,Time forfeit,French Defense: Normal Variation,C00,360+0
1628,1403,0-1,Normal,Owen Defense,B00,300+5
1467,1667,1-0,Normal,Bishop's Opening: Berlin Defense,C24,300+1
1589,1875,0-1,Time forfeit,"King's Indian Defense: Petrosian Variation, Normal Defense",E93,300+5
1862,1569,1-0,Normal,Horwitz Defense: Zilbermints Gambit,A40,60+0
1277,1198,1-0,Normal,Van't Kruijs Opening,A00,300+4
1513,1598,0-1,Time forfeit,"Queen's Pawn Game: Veresov Attack, Anti-Veresov",D00,180+0
1707,1184,1-0,Normal,King's Pawn Game: Busch-Gass Gambit,C40,600+0
1732,1545,0-1,Time forfeit,Italian Game: Anti-Fried Liver Defense,C55,300+5
1374,1402,1-0,Normal,Sicilian Defense: Old Sicilian,B30,360+0
1565,1866,0-1,Time forfeit,Sicilian Defense: Closed,B23,60+0
1382,1633,1-0,Normal,Van't Kruijs Opening,A00,1200+0
1751,1004,1-0,Normal,Englund Gambit,A40,240+0
1492,1497,0-1,Time forfeit,Robatsch (Modern) Defense,B06,180+0
1217,1471,1-0,Normal,"Danish Gambit Accepted, Classical Defense",C21,60+11
1517,1806,1-0,Normal,Blackmar-Diemer Gambit,D00,60+0
1363,1218,1-0,Normal,Queen's Gambit,D06,1740+30
1651,1488,1-0,Normal,"Ruy Lopez: Classical Variation, Central Variation",C64,300+1
1592,1635,0-1,Normal,Queen's Pawn Game #2,D00,600+0
1272,1388,1-0,Normal,System: Double Duck Formation,A02,300+8
1870,1562,1-0,Time forfeit,Queen's Gambit Declined: Queen's Knight Variation,D31,60+0
1565,1367,1-0,Normal,Queen's Gambit Refused: Austrian Defense,D06,180+3
1875,1386,1-0,Time forfeit,Rat Defense: Small Center Defense,C00,300+0
1626,1484,1-0,Normal,Bishop's Opening,C23,300+15
1781,1614,0-1,Time forfeit,Sicilian Defense: Closed Variation,B23,60+0
1844,1707,0-1,Normal,Sicilian Defense: Katalimov Variation,B27,180+1
1564,1624,0-1,Normal,Owen Defense,B00,720+6
1481,1511,1-0,Time forfeit,Ware Defense,B00,180+0
1574,1508,0-1,Normal,Modern Defense,B06,300+3
1791,1549,1-0,Normal,"English Opening: King's English Variation, Reversed Sicilian",A21,120+0
1645,1106,1-0,Normal,French Defense: Advance Variation #3,C02,600+0
1188,1286,0-1,Normal,French Defense: Knight Variation,C00,300+4
1183,1708,0-1,Normal,Sicilian Defense: Bowdler Attack,B20,600+0
1521,1561,1-0,Normal,Three Knights Opening,C46,300+3
1647,1687,0-1,Normal,Queen's Pawn Game,D00,420+5
1476,1538,1-0,Time forfeit,Queen's Pawn Game: Chigorin Variation,D01,180+0
1554,1544,1-0,Normal,"English Opening: King's English Variation, Reversed Sicilian",A21,120+0
1729,1861,0-1,Time forfeit,Alekhine Defense #3,B03,420+0
1424,1436,1-0,Normal,Philidor Defense #3,C41,720+8
1369,1460,1-0,Normal,French Defense,C00,300+2
1493,1606,0-1,Time forfeit,Scandinavian Defense: Mieses-Kotroc Variation,B01,180+0
1717,1652,0-1,Normal,Yusupov-Rubinstein System,A46,300+8
1615,1448,1-0,Time forfeit,Sicilian Defense: Bowdler Attack,B20,60+0
1354,1500,0-1,Time forfeit,Hungarian Opening,A00,120+0
1622,1647,0-1,Normal,Bishop's Opening: Boi Variation,C20,600+0
1385,2025,0-1,Normal,Sicilian Defense,B50,180+2
1877,1500,1-0,Time forfeit,Queen's Gambit Refused: Marshall Defense,D06,300+0
1586,1751,1-0,Normal,Colle System,D05,240+0
1295,1562,0-1,Normal,Nimzo-Larsen Attack: Modern Variation #4,A01,300+4
1863,1690,1-0,Normal,Scandinavian Defense: Mieses-Kotroc Variation,B01,120+0
1715,1523,1-0,Normal,"Scotch Game: Scotch Gambit, Cochrane-Anderssen Variation",C44,300+5
1829,1747,0-1,Normal,King's Pawn Game: Busch-Gass Gambit,C40,120+2
1503,1723,0-1,Normal,Scandinavian Defense: Mieses-Kotroc Variation,B01,720+0
1423,1435,0-1,Normal,Queen's Pawn Game,D00,720+8
1178,1342,0-1,Normal,Van't Kruijs Opening,A00,0+8
1485,1534,0-1,Time forfeit,Modern Defense,B06,180+0
1572,1312,1-0,Time forfeit,Barnes Opening: Walkerling,A00,900+15
1763,1601,0-1,Time forfeit,Scandinavian Defense: Main Line,B01,120+2
1500,1633,0-1,Normal,"Slav Defense: Quiet Variation, Pin Defense",D12,120+0
1526,1390,1-0,Time forfeit,Queen's Pawn Game: Chigorin Variation,D01,180+0
1446,1383,1-0,Normal,Queen's Pawn Game #2,D00,300+2
1804,2027,0-1,Normal,Queen's Pawn Game,D00,180+2
1498,1421,0-1,Normal,Bishop's Opening: Berlin Defense,C24,300+2
1533,1567,0-1,Time forfeit,Old Benoni Defense,A43,120+0
1578,1681,0-1,Time forfeit,English Opening: Anglo-Scandinavian Defense,A10,60+0
1637,1669,0-1,Normal,English Defense #2,A40,420+5
1722,1721,1-0,Time forfeit,English Opening: King's English Variation,A20,180+1
1744,1516,1-0,Normal,"Ruy Lopez: Morphy Defense, Neo-Arkhangelsk Variation",C78,120+2
1734,1570,1-0,Time forfeit,Old Benoni Defense #2,A43,60+0
1510,1446,1-0,Normal,King's Pawn Game: Wayward Queen Attack,C20,300+15
1544,1465,1-0,Time forfeit,English Opening: The Whale,C20,600+10
1288,1370,0-1,Normal,Ruy Lopez,C60,300+8
1657,1550,1-0,Time forfeit,Ruy Lopez: Steinitz Defense,C62,300+3
1881,1543,1-0,Normal,Robatsch (Modern) Defense,B06,300+0
1869,1938,0-1,Time forfeit,French Defense #2,C00,0+1
1626,1679,1-0,Normal,English Defense #2,A40,420+5
1381,1061,0-1,Normal,Alekhine Defense,B02,360+0
1563,1770,1-0,Normal,English Opening: Anglo-Scandinavian Defense,A10,60+0
1476,1570,1-0,Normal,Alekhine Defense,B03,240+0
1617,1616,0-1,Normal,Center Game: Normal Variation,C22,300+5
1171,1381,0-1,Normal,Van't Kruijs Opening,A00,0+8
1684,1580,1-0,Time forfeit,Benoni Defense: Old Benoni,A43,60+0
1510,1750,1-0,Normal,King's Pawn Game: Busch-Gass Gambit,C40,120+2
1436,1520,0-1,Normal,King's Pawn Game: Nimzowitsch Defense,B00,300+15
1480,1558,1-0,Time forfeit,French Defense: Steinitz Attack,C00,60+0
1473,1362,1-0,Normal,Ruy Lopez: Berlin Defense #2,C65,180+10
1455,1362,0-1,Time forfeit,Horwitz Defense,A40,300+2
1665,1703,0-1,Normal,Petrov's Defense,C42,300+8
1632,1863,1-0,Normal,Ruy Lopez: Classical Variation,C64,420+5
1466,1369,0-1,Normal,Caro-Kann Defense,B12,180+5
1572,1719,0-1,Time forfeit,English Opening: Anglo-Scandinavian Defense,A10,60+0
1730,1532,0-1,Normal,Ruy Lopez: Cozio Defense,C60,240+2
1544,1874,0-1,Normal,Sicilian Defense,B20,60+0
1495,1833,0-1,Normal,Sicilian Defense,B20,60+0
1872,1538,1-0,Normal,King's Knight Opening,C40,480+2
1639,1666,0-1,Normal,Modern Defense,A40,420+5
1524,1562,1/2-1/2,Normal,Goldsmith Defense,B00,480+0
1551,1553,1/2-1/2,Normal,"Queen's Pawn Opening: Veresov Attack, Irish Gambit",D00,180+0
1456,1400,0-1,Normal,Alekhine Defense: Maroczy Variation,B02,300+2
1492,1500,0-1,Normal,Philidor Defense: Nimzowitsch Variation,C41,1800+8
1234,1747,0-1,Normal,Zukertort Opening: Tennison Gambit,A06,120+0
1492,1541,0-1,Normal,French Defense: Steinitz Attack,C00,60+0
1709,1165,1-0,Normal,Sicilian Defense: Bowdler Attack,B20,300+5
1884,1464,1-0,Normal,Queen's Pawn Game #2,D00,300+0
1552,1711,0-1,Normal,Russian Game: Cozio (Lasker) Attack,C42,240+2
1478,1564,0-1,Normal,Sicilian Defense: Jalalabad Variation,B27,60+1
1489,1347,0-1,Time forfeit,Ruy Lopez: Berlin Defense #2,C65,240+0
1462,1887,0-1,Time forfeit,French Defense: Knight Variation,C00,300+0
1752,1226,1-0,Time forfeit,Queen's Pawn Game: Levitsky Attack,D00,120+0
1481,1551,0-1,Time forfeit,"King's Gambit Accepted, Bishop's Gambit, Bogoljubov Variation",C33,60+0
1377,1142,1/2-1/2,Normal,Owen Defense,B00,300+5
1397,1354,0-1,Normal,Italian Game: Anti-Fried Liver Defense,C55,660+0
1320,1452,0-1,Normal,"Italian Game: Two Knights Defense, Modern Bishop's Opening",C55,180+5
1396,1507,1-0,Normal,Four Knights Game: Ranken Variation,C48,300+0
1614,1445,1-0,Normal,"King's Gambit Accepted, Modern Defense",C36,1200+0
1440,1573,0-1,Normal,Sicilian Defense: Bowdler Attack,B20,60+1
1739,1616,1-0,Normal,Sicilian Defense: French Variation,B40,900+0
1551,1416,1-0,Normal,Old Benoni Defense,A43,180+0
1552,1427,0-1,Normal,French Defense: Steiner Variation,C00,600+5
1796,1702,1-0,Normal,Budapest Defense: Adler Variation,A52,300+0
1561,1525,0-1,Time forfeit,Philidor Defense #2,C41,480+0
1486,1196,1-0,Normal,Sicilian Defense: Bowdler Attack,B20,300+2
1733,1685,1-0,Normal,English Opening: Great Snake Variation,A10,180+3
1996,1566,1-0,Normal,Scotch Game: Relfsson Gambit,C44,420+0
1582,1726,0-1,Normal,Bishop's Opening: Vienna Hybrid,C28,600+0
1474,1427,1-0,Normal,King's Pawn Game: McConnell Defense,C40,240+4
1634,1366,1-0,Normal,Bishop's Opening: Berlin Defense,C24,300+15
1889,1460,1-0,Time forfeit,Colle System #2,D05,300+0
1384,1247,0-1,Normal,Philidor Defense #3,C41,660+0
1491,1453,0-1,Normal,Queen's Pawn Game: Chigorin Variation,D02,300+0
1270,1387,1-0,Normal,Philidor Defense #3,C41,300+4
1652,1426,0-1,Normal,Queen's Pawn Game: Chigorin Variation,D00,480+14
1695,1804,1-0,Time forfeit,French Defense: Rubinstein Variation,C10,300+0
1656,1555,1-0,Normal,French Defense: Knight Variation,C00,300+8
1629,1694,1-0,Normal,Queen's Pawn Game,D00,420+5
1490,1628,1-0,Normal,Bishop's Opening: Berlin Defense,C24,300+2
1786,1407,1-0,Normal,Benoni Defense: Benoni Gambit Accepted,A43,300+5
1215,1732,0-1,Normal,Modern Defense,A40,600+11
1484,1249,1-0,Time forfeit,French Defense: Knight Variation,C00,240+4
1791,1584,1-0,Normal,Benoni Defense: Old Benoni,A43,120+0
1567,1477,1-0,Normal,Four Knights Game: Italian Variation,C50,480+7
1961,1753,1-0,Normal,French Defense: Advance Variation #3,C02,180+0
1522,1757,0-1,Time forfeit,Blackmar-Diemer Gambit: Ziegler Defense,D00,120+0
1774,1564,1-0,Normal,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",D02,120+0
1581,1216,1-0,Time forfeit,English Opening: Agincourt Defense,A13,60+1
1206,1368,0-1,Normal,Italian Game,C50,300+5
1456,1454,1-0,Normal,Queen's Gambit Accepted: Saduleto Variation,D20,300+5
1308,1384,0-1,Time forfeit,Scandinavian Defense: Mieses-Kotroc Variation,B01,300+0
1325,1891,0-1,Normal,Vienna Game: Mengarini Variation,C26,300+0
1374,1477,0-1,Normal,Colle System,D05,360+3
1105,1446,0-1,Normal,French Defense: Normal Variation,C00,480+0
1748,1966,0-1,Normal,Sicilian Defense: Old Sicilian,B30,180+0
1578,1808,0-1,Normal,Saragossa Opening,A00,120+0
1484,1671,1-0,Normal,Ruy Lopez: Bird Variation,C61,1800+8
1676,1793,1/2-1/2,Normal,English Defense #2,A40,180+3
1955,1991,1-0,Normal,Scandinavian Defense: Mieses-Kotroc Variation,B01,180+0
1396,1788,0-1,Time forfeit,Bishop's Opening,C23,300+5
1659,1330,1-0,Normal,King's Pawn Game: Busch-Gass Gambit,C40,300+8
1620,1101,1-0,Normal,Sicilian Defense: Smith-Morra Gambit #2,B21,1200+0
1791,1709,0-1,Normal,Budapest Defense: Adler Variation,A52,300+0
1759,1797,0-1,Normal,Bishop's Opening: Berlin Defense,C24,300+8
1722,1778,1-0,Normal,Grob Opening: Grob Gambit,A00,300+0
1635,1616,1-0,Normal,Sicilian Defense: Staunton-Cochrane Variation,B20,720+8
1998,1520,1-0,Time forfeit,Modern Defense,B06,420+0
1411,1518,1-0,Time forfeit,Bishop's Opening,C23,120+0
1822,1793,1-0,Normal,Dutch Defense: Rubinstein Variation,A84,60+1
1746,2060,0-1,Time forfeit,Sicilian Defense: French Variation,B40,900+0
1449,1678,0-1,Normal,Four Knights Game: Scotch Variation,C47,480+0
1489,1629,1-0,Normal,Sicilian Defense: Bowdler Attack,B20,240+4
1324,1207,0-1,Time forfeit,French Defense: Advance Variation #3,C02,300+0
1449,1379,0-1,Normal,"Englund Gambit Declined, Reversed French",A40,480+8
1822,1573,1-0,Normal,Zukertort Opening: Sicilian Invitation,A04,120+0
1710,1146,1-0,Normal,Sicilian Defense: Closed Variation,B23,300+5
1775,1671,0-1,Normal,King's Pawn Game: Wayward Queen Attack,C20,480+5
1530,1469,0-1,Normal,Three Knights Opening,C46,720+0
1467,1466,1/2-1/2,Normal,Queen's Gambit Declined,D30,300+5
1619,1835,0-1,Time forfeit,Scandinavian Defense,B01,120+0
1967,1843,1-0,Normal,Italian Game: Schilling-Kostic Gambit,C50,180+0
1547,1664,0-1,Normal,Philidor Defense: Exchange Variation,C41,300+8
1799,1742,1-0,Time forfeit,Queen's Pawn Game,D00,180+1
1158,1393,0-1,Time forfeit,Zukertort Opening: Tennison Gambit,A06,300+0
1769,1561,1-0,Normal,Queen's Gambit Refused: Austrian Defense,D06,300+2
1704,1444,0-1,Normal,Nimzowitsch Defense: Franco-Nimzowitsch Variation,B00,480+0
1504,1389,1-0,Normal,Blackmar-Diemer Gambit: Euwe Defense,D00,120+0
1568,1760,0-1,Normal,English Opening,A10,60+1
1642,1769,0-1,Normal,Queen's Pawn Game,D00,420+5
1662,1596,1/2-1/2,Normal,"Nimzowitsch Defense: Kennedy Variation, de Smet Gambit",B00,420+16
1791,1638,1/2-1/2,Normal,Queen's Pawn Game: Zukertort Variation,D02,300+5
1404,1634,1-0,Time forfeit,Scandinavian Defense: Mieses-Kotroc Variation,B01,900+8
1893,1712,1-0,Normal,Queen's Pawn Game #2,D00,300+0
1613,1848,0-1,Normal,Scandinavian Defense,B01,120+0
1369,1439,1-0,Normal,Philidor Defense #3,C41,660+0
1680,1575,0-1,Normal,Ruy Lopez: Classical Variation,C64,600+0
1679,1317,1-0,Normal,Queen's Pawn Game: Chigorin Variation,D02,60+10
1538,1714,0-1,Normal,English Opening: The Whale,C20,600+5
1777,1592,1-0,Normal,King's Pawn Game: Maroczy Defense,B07,900+15
1310,1326,1-0,Time forfeit,Scandinavian Defense: Mieses-Kotroc Variation,B01,300+8
1612,1307,1-0,Time forfeit,Bishop's Opening,C23,300+0
1766,1561,1-0,Normal,Sicilian Defense,B20,60+1
1379,1474,0-1,Normal,Ruy Lopez,C60,300+5
1738,1607,0-1,Normal,"Scotch Game: Goering Gambit, Double Pawn Sacrifice",C44,300+0
1971,1737,1-0,Normal,Semi-Slav Defense,D43,180+0
1877,1860,1-0,Normal,"Semi-Slav Defense: Noteboom Variation, Anti-Noteboom Variation",D31,60+0
1614,1596,1-0,Normal,Scandinavian Defense,B01,900+0
1974,1961,1-0,Normal,Pirc Defense #4,B07,180+0
1720,1461,1/2-1/2,Normal,Mikenas Defense,A40,480+0
1860,1608,1-0,Time forfeit,Indian Game: Wade-Tartakower Defense,A46,120+0
1564,1383,1-0,Normal,Philidor Defense #2,C41,60+10
1889,1321,1-0,Time forfeit,Horwitz Defense,A40,60+0
1734,1775,0-1,Normal,Pirc Defense #5,B07,300+0
1734,1590,1-0,Normal,Bishop's Opening: Boi Variation,C20,600+0
1500,1453,1-0,Normal,Polish Opening,A00,1200+30
1244,1314,1-0,Normal,Van't Kruijs Opening,A00,60+10
1551,1878,0-1,Time forfeit,King's Indian Defense: Semi-Classical Variation,E61,60+0
1398,1424,1-0,Time forfeit,Queen's Pawn Game: Anti-Torre,D02,300+0
1440,1625,0-1,Normal,Queen's Pawn Game: Mason Attack,D00,600+6
1398,1345,0-1,Normal,Scandinavian Defense,B01,900+14
1783,1890,1-0,Time forfeit,Sicilian Defense: McDonnell Attack,B21,60+0
1705,1900,0-1,Time forfeit,French Defense #2,C00,300+0
1504,1318,1-0,Time forfeit,"Ruy Lopez: Closed Variations, Martinez Variation",C78,240+4
1741,1583,0-1,Normal,Bishop's Opening: Boi Variation,C20,600+0
1472,1548,1-0,Time forfeit,Sicilian Defense,B20,60+0
1883,1512,1/2-1/2,Normal,Scotch Game,C44,120+0
1872,1555,1-0,Time forfeit,Sicilian Defense #2,B54,60+0
1786,1403,1-0,Time forfeit,Bishop's Opening,C23,300+5
1497,1750,0-1,Normal,Philidor Defense: Exchange Variation #2,C41,1800+8
1797,1874,0-1,Normal,Van't Kruijs Opening,A00,60+1
1881,2104,1-0,Normal,Queen's Pawn Game: Levitsky Attack,D00,120+0
1721,1584,1-0,Normal,"Sicilian Defense: Paulsen Variation, Normal Variation",B45,300+0
1788,1883,0-1,Normal,Bird Opening,A02,60+1
1425,1382,0-1,Normal,Bishop's Opening,C23,660+0
1249,1874,0-1,Normal,Alekhine Defense: Maroczy Variation,B02,1200+0
1532,1490,1-0,Time forfeit,"English Opening: Anglo-Indian Defense, Hedgehog System",A17,60+1
1377,1570,1-0,Normal,Queen's Pawn Game #2,D00,60+10
1571,1506,1-0,Time forfeit,Queen's Pawn Game: Chigorin Variation,D01,180+0
1685,1677,0-1,Normal,Polish Opening: King's Indian Variation,A00,480+5
1892,1781,1-0,Normal,Dutch Defense: Rubinstein Variation,A84,60+1
1682,1615,0-1,Normal,"King's Indian Defense: Normal Variation, King's Knight Variation",E60,180+3
1785,1725,0-1,Normal,Indian Game: Budapest Defense,A51,300+0
1544,1674,1-0,Normal,Scandinavian Defense: Mieses-Kotroc Variation,B01,120+3
1444,1599,0-1,Normal,Bishop's Opening: Boi Variation,C20,600+0
1603,1871,0-1,Normal,Bird Opening: Williams Gambit,A03,120+0
1794,1787,1-0,Time forfeit,Horwitz Defense,A40,300+3
2084,1920,1-0,Time forfeit,Slav Defense #2,D10,120+0
1577,1729,0-1,Normal,Scandinavian Defense: Boehnke Gambit,B01,300+0
1479,1543,0-1,Time forfeit,Bird Opening,A02,60+1
1394,1299,1-0,Normal,Queen's Pawn Game #2,D00,60+10
1505,1553,1-0,Normal,Bishop's Opening: Berlin Defense,C24,300+2
1458,1627,1-0,Normal,Queen's Pawn Game: Mason Attack,D00,180+5
1783,1469,1-0,Normal,French Defense: Advance Variation #2,C02,480+0
1410,1907,0-1,Normal,Queen's Pawn Game: London System,D02,300+0
1500,1621,1-0,Time forfeit,Queen's Pawn Game #3,D00,300+8
1520,1520,0-1,Normal,Blackmar-Diemer Gambit,D00,120+0
1571,1488,1-0,Normal,Scotch Game: Classical Variation,C45,180+0
1182,1386,1/2-1/2,Normal,Queen's Gambit Accepted: Old Variation,D20,300+1
1554,1376,1/2-1/2,Normal,Horwitz Defense,A40,60+1
1518,1508,1-0,Normal,Franco-Benoni Defense,A43,300+2
1568,1514,1-0,Time forfeit,Sicilian Defense,B20,0+1
1395,1413,0-1,Normal,Philidor Defense #3,C41,660+0
1659,1562,1-0,Normal,Bishop's Opening: Vienna Hybrid,C28,120+3
1456,1415,1-0,Normal,King's Pawn Game: McConnell Defense,C40,360+0
1925,1773,1-0,Normal,Philidor Defense #3,C41,60+1
1365,1346,0-1,Normal,Ruy Lopez: Steinitz Defense,C62,300+5
1907,2091,0-1,Normal,Queen's Pawn Game: Levitsky Attack,D00,120+0
1532,1509,1-0,Normal,"Queen's Pawn Game: Veresov Attack, Shaviliuk Gambit",D00,120+0
1789,1276,1-0,Normal,Bishop's Opening: Berlin Defense,C24,300+5
1737,1772,1-0,Time forfeit,Grob Opening: Grob Gambit,A00,300+0
1734,1441,1-0,Normal,Horwitz Defense,A40,240+0
1881,1244,1-0,Normal,Modern Defense,B06,1200+0
1510,1310,1-0,Normal,Ruy Lopez,C60,240+4
1579,1775,0-1,Normal,Philidor Defense: Exchange Variation #3,C41,180+0
1901,1560,1-0,Normal,Mexican Defense,A50,60+0
1497,1483,1-0,Time forfeit,Englund Gambit Complex Declined,A40,300+0
1598,1617,0-1,Time forfeit,Caro-Kann Defense,B12,900+8
